"bairro","preco","area","suites","dormitorios","banheiros","vagas"
"perto_ibirapuera","2000000.0","140.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","5850000.0","280.0","4.0","4.0","6.0","5.0"
"perto_ibirapuera","1250000.0","94.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","1770000.0","110.0","2.0","2.0","3.0","3.0"
"perto_ibirapuera","1850000.0","141.0","1.0","4.0","3.0","3.0"
"perto_ibirapuera","1968026.0","164.0","3.0","4.0","5.0","3.0"
"perto_ibirapuera","1380000.0","116.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","2150000.0","240.0","4.0","5.0","6.0","5.0"
"perto_ibirapuera","905000.0","100.0","1.0","3.0","4.0","2.0"
"perto_ibirapuera","900000.0","120.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","950000.0","70.0","1.0","2.0","2.0","1.0"
"perto_ibirapuera","1968026.0","164.0","2.0","4.0","5.0","4.0"
"perto_ibirapuera","850000.0","106.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","850000.0","106.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","1595000.0","147.0","1.0","4.0","3.0","3.0"
"perto_ibirapuera","1060000.0","94.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","1968026.0","164.0","2.0","4.0","5.0","3.0"
"perto_ibirapuera","980000.0","106.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","820000.0","96.0","1.0","2.0","3.0","1.0"
"perto_ibirapuera","782000.0","98.0","1.0","3.0","2.0","3.0"
"perto_ibirapuera","1390000.0","163.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","1968026.0","164.0","2.0","4.0","5.0","4.0"
"perto_ibirapuera","890000.0","120.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","1270000.0","210.0","1.0","3.0","3.0","3.0"
"perto_ibirapuera","1300000.0","122.0","1.0","3.0","1.0","2.0"
"perto_ibirapuera","670000.0","68.0","1.0","2.0","2.0","1.0"
"perto_ibirapuera","1500000.0","174.0","2.0","4.0","3.0","3.0"
"perto_ibirapuera","890000.0","128.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","1600000.0","170.0","1.0","4.0","4.0","2.0"
"perto_ibirapuera","940000.0","125.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","450000.0","42.0","1.0","1.0","1.0","1.0"
"perto_ibirapuera","2660000.0","210.0","3.0","3.0","6.0","4.0"
"perto_ibirapuera","1119000.0","84.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","2000000.0","140.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","1700000.0","161.0","1.0","3.0","4.0","2.0"
"perto_ibirapuera","3300000.0","222.0","3.0","4.0","5.0","4.0"
"perto_ibirapuera","695000.0","60.0","1.0","1.0","2.0","1.0"
"perto_ibirapuera","850000.0","165.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","5500000.0","280.0","4.0","4.0","6.0","5.0"
"perto_ibirapuera","950000.0","107.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","1250000.0","170.0","1.0","3.0","3.0","3.0"
"perto_ibirapuera","1250000.0","149.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","1600000.0","142.0","3.0","3.0","3.0","3.0"
"perto_ibirapuera","1300000.0","110.0","1.0","3.0","1.0","3.0"
"perto_ibirapuera","960000.0","84.0","2.0","2.0","3.0","2.0"
"perto_ibirapuera","2300000.0","134.0","3.0","4.0","3.0","2.0"
"perto_ibirapuera","1160000.0","163.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","880000.0","55.0","1.0","1.0","2.0","2.0"
"perto_ibirapuera","890000.0","117.0","3.0","4.0","5.0","2.0"
"perto_ibirapuera","680000.0","98.0","1.0","3.0","1.0","1.0"
"perto_ibirapuera","1100000.0","98.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","1290000.0","87.0","2.0","2.0","2.0","2.0"
"perto_ibirapuera","880000.0","72.0","1.0","1.0","2.0","2.0"
"perto_ibirapuera","1100000.0","170.0","2.0","3.0","2.0","2.0"
"perto_ibirapuera","1500000.0","263.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","980000.0","86.0","2.0","3.0","4.0","2.0"
"perto_ibirapuera","2700000.0","213.0","3.0","3.0","5.0","4.0"
"perto_ibirapuera","1800000.0","160.0","3.0","4.0","5.0","3.0"
"perto_ibirapuera","840000.0","74.0","1.0","2.0","2.0","2.0"
"perto_ibirapuera","750000.0","101.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","1710000.0","141.0","2.0","2.0","3.0","3.0"
"perto_ibirapuera","2700000.0","210.0","3.0","3.0","5.0","4.0"
"perto_ibirapuera","1000000.0","147.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","980000.0","110.0","1.0","2.0","4.0","2.0"
"perto_ibirapuera","890000.0","86.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","1350000.0","106.0","1.0","3.0","4.0","3.0"
"perto_ibirapuera","980000.0","109.0","2.0","2.0","3.0","2.0"
"perto_ibirapuera","1070000.0","94.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","850000.0","89.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","1350000.0","110.0","1.0","3.0","1.0","3.0"
"perto_ibirapuera","1100000.0","83.0","1.0","1.0","2.0","2.0"
"perto_ibirapuera","890000.0","117.0","3.0","4.0","5.0","2.0"
"perto_ibirapuera","1800000.0","128.0","3.0","3.0","5.0","3.0"
"perto_ibirapuera","1696000.0","147.0","1.0","4.0","3.0","3.0"
"perto_ibirapuera","800000.0","140.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","1750000.0","230.0","3.0","3.0","4.0","3.0"
"perto_ibirapuera","2300000.0","280.0","3.0","3.0","5.0","4.0"
"perto_ibirapuera","695000.0","60.0","1.0","1.0","2.0","1.0"
"perto_ibirapuera","3450000.0","222.0","3.0","3.0","3.0","4.0"
"perto_ibirapuera","990000.0","110.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","1320000.0","112.0","2.0","2.0","3.0","2.0"
"perto_ibirapuera","1460000.0","125.0","2.0","3.0","4.0","3.0"
"perto_ibirapuera","910000.0","120.0","2.0","2.0","3.0","1.0"
"perto_ibirapuera","890000.0","120.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","1700000.0","161.0","1.0","3.0","4.0","2.0"
"perto_ibirapuera","1600000.0","160.0","1.0","3.0","2.0","2.0"
"perto_ibirapuera","970000.0","109.0","2.0","2.0","3.0","2.0"
"perto_ibirapuera","1320000.0","112.0","2.0","2.0","3.0","2.0"
"perto_ibirapuera","1390000.0","182.0","1.0","3.0","4.0","3.0"
"perto_ibirapuera","2900000.0","190.0","3.0","3.0","5.0","3.0"
"perto_ibirapuera","1850000.0","142.0","3.0","3.0","4.0","3.0"
"perto_ibirapuera","680000.0","60.0","1.0","1.0","2.0","1.0"
"perto_ibirapuera","1700000.0","162.0","1.0","3.0","3.0","2.0"
"perto_ibirapuera","2980000.0","270.0","4.0","4.0","4.0","4.0"
"perto_ibirapuera","980000.0","110.0","2.0","2.0","3.0","2.0"
"perto_ibirapuera","850000.0","103.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","800000.0","165.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","760000.0","64.0","1.0","3.0","3.0","1.0"
"perto_ibirapuera","1800000.0","134.0","2.0","4.0","3.0","3.0"
"perto_ibirapuera","800000.0","124.0","1.0","3.0","1.0","1.0"
"perto_ibirapuera","2130000.0","155.0","3.0","3.0","5.0","3.0"
"perto_ibirapuera","680000.0","88.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","1750000.0","178.0","3.0","4.0","5.0","3.0"
"perto_ibirapuera","950000.0","73.0","1.0","2.0","2.0","1.0"
"perto_ibirapuera","900000.0","106.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","950000.0","106.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","800000.0","127.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","1600000.0","140.0","2.0","2.0","4.0","3.0"
"perto_ibirapuera","1200000.0","180.0","1.0","4.0","3.0","2.0"
"perto_ibirapuera","800000.0","55.0","1.0","1.0","1.0","1.0"
"perto_ibirapuera","870000.0","134.0","1.0","4.0","3.0","1.0"
"perto_ibirapuera","1100000.0","118.0","1.0","3.0","4.0","3.0"
"perto_ibirapuera","830000.0","74.0","1.0","2.0","2.0","2.0"
"perto_ibirapuera","765000.0","69.0","1.0","2.0","1.0","1.0"
"perto_ibirapuera","1900000.0","172.0","1.0","3.0","2.0","3.0"
"perto_ibirapuera","750000.0","100.0","1.0","3.0","2.0","1.0"
"perto_ibirapuera","890000.0","100.0","1.0","3.0","2.0","3.0"
"perto_ibirapuera","1460000.0","125.0","2.0","3.0","4.0","3.0"
"perto_ibirapuera","875000.0","71.0","2.0","2.0","2.0","2.0"
"perto_ibirapuera","1450000.0","182.0","1.0","3.0","4.0","3.0"
"perto_ibirapuera","840000.0","99.0","1.0","3.0","2.0","3.0"
"perto_ibirapuera","1100000.0","110.0","1.0","3.0","3.0","3.0"
"perto_ibirapuera","910000.0","120.0","2.0","2.0","3.0","1.0"
"perto_ibirapuera","1320000.0","112.0","2.0","2.0","3.0","2.0"
"vila-mariana","950000.0","100.0","1.0","3.0","3.0","2.0"
"vila-mariana","900000.0","78.0","1.0","3.0","2.0","1.0"
"vila-mariana","540000.0","57.0","1.0","2.0","1.0","1.0"
"vila-mariana","2300000.0","228.0","3.0","3.0","4.0","5.0"
"vila-mariana","3500000.0","222.0","4.0","4.0","6.0","4.0"
"vila-mariana","2300000.0","156.0","3.0","4.0","3.0","4.0"
"vila-mariana","850000.0","160.0","1.0","3.0","2.0","1.0"
"vila-mariana","720000.0","52.0","1.0","2.0","2.0","1.0"
"vila-mariana","740000.0","65.0","1.0","2.0","2.0","2.0"
"vila-mariana","1363518.0","127.0","3.0","3.0","5.0","3.0"
"vila-mariana","790000.0","86.0","1.0","3.0","1.0","2.0"
"vila-mariana","1380000.0","126.0","2.0","3.0","3.0","2.0"
"vila-mariana","970000.0","120.0","1.0","3.0","2.0","1.0"
"vila-mariana","490000.0","42.0","1.0","1.0","2.0","1.0"
"vila-mariana","880000.0","90.0","1.0","3.0","3.0","2.0"
"vila-mariana","1400000.0","92.0","1.0","3.0","2.0","2.0"
"vila-mariana","2600000.0","209.0","4.0","4.0","5.0","4.0"
"vila-mariana","2650000.0","210.0","3.0","3.0","5.0","4.0"
"vila-mariana","1180000.0","101.0","1.0","3.0","4.0","4.0"
"vila-mariana","1340000.0","176.0","2.0","3.0","3.0","2.0"
"vila-mariana","2400000.0","190.0","3.0","3.0","4.0","4.0"
"vila-mariana","785000.0","92.0","1.0","3.0","3.0","1.0"
"vila-mariana","850000.0","103.0","1.0","3.0","3.0","1.0"
"vila-mariana","1360000.0","135.0","3.0","3.0","4.0","2.0"
"vila-mariana","1000000.0","136.0","1.0","4.0","2.0","2.0"
"vila-mariana","2300000.0","181.0","4.0","4.0","6.0","3.0"
"vila-mariana","790000.0","86.0","1.0","3.0","2.0","2.0"
"vila-mariana","1300000.0","116.0","3.0","3.0","4.0","3.0"
"vila-mariana","3200000.0","278.0","3.0","3.0","5.0","4.0"
"vila-mariana","1200000.0","230.0","3.0","3.0","5.0","3.0"
"vila-mariana","1200000.0","115.0","2.0","2.0","3.0","2.0"
"vila-mariana","1280000.0","137.0","1.0","3.0","3.0","2.0"
"vila-mariana","860000.0","82.0","1.0","3.0","3.0","2.0"
"vila-mariana","1920000.0","142.0","2.0","4.0","3.0","3.0"
"vila-mariana","920000.0","84.0","1.0","3.0","2.0","2.0"
"vila-mariana","1780000.0","167.0","1.0","3.0","4.0","2.0"
"vila-mariana","999000.0","120.0","1.0","3.0","3.0","2.0"
"vila-mariana","1600000.0","146.0","2.0","4.0","5.0","3.0"
"vila-mariana","980000.0","106.0","1.0","3.0","4.0","2.0"
"vila-mariana","750000.0","67.0","1.0","2.0","2.0","1.0"
"vila-mariana","850000.0","94.0","1.0","3.0","3.0","2.0"
"vila-mariana","750000.0","86.0","1.0","3.0","2.0","2.0"
"vila-mariana","695000.0","60.0","1.0","2.0","2.0","1.0"
"vila-mariana","1390000.0","220.0","2.0","4.0","5.0","3.0"
"vila-mariana","949000.0","119.0","1.0","3.0","3.0","3.0"
"vila-mariana","770000.0","70.0","1.0","2.0","2.0","2.0"
"vila-mariana","3200000.0","250.0","2.0","4.0","3.0","4.0"
"vila-mariana","2100000.0","264.0","3.0","3.0","5.0","4.0"
"vila-mariana","1480000.0","148.0","3.0","3.0","3.0","3.0"
"vila-mariana","700000.0","65.0","1.0","3.0","2.0","1.0"
"vila-mariana","1170000.0","186.0","1.0","3.0","2.0","3.0"
"vila-mariana","740000.0","65.0","1.0","2.0","2.0","2.0"
"vila-mariana","690000.0","65.0","1.0","2.0","2.0","2.0"
"vila-mariana","850000.0","104.0","1.0","3.0","3.0","2.0"
"vila-mariana","2650000.0","250.0","4.0","4.0","5.0","4.0"
"vila-mariana","850000.0","94.0","1.0","3.0","3.0","2.0"
"vila-mariana","950000.0","76.0","1.0","2.0","2.0","2.0"
"vila-mariana","782000.0","100.0","1.0","3.0","3.0","1.0"
"vila-mariana","1900000.0","156.0","3.0","4.0","5.0","3.0"
"vila-mariana","1000000.0","104.0","1.0","3.0","3.0","2.0"
"vila-mariana","850000.0","108.0","1.0","3.0","1.0","1.0"
"vila-mariana","750000.0","101.0","1.0","3.0","3.0","1.0"
"vila-mariana","910000.0","66.0","1.0","2.0","2.0","2.0"
"vila-mariana","2650000.0","250.0","4.0","4.0","5.0","4.0"
"vila-mariana","1380000.0","125.0","1.0","4.0","2.0","2.0"
"vila-mariana","1450000.0","141.0","3.0","3.0","4.0","2.0"
"vila-mariana","940000.0","100.0","2.0","3.0","3.0","2.0"
"vila-mariana","690000.0","90.0","1.0","3.0","2.0","1.0"
"vila-mariana","740000.0","70.0","1.0","2.0","2.0","2.0"
"vila-mariana","950000.0","100.0","1.0","3.0","2.0","2.0"
"vila-mariana","800000.0","110.0","1.0","3.0","3.0","2.0"
"vila-mariana","955000.0","125.0","2.0","4.0","5.0","2.0"
"vila-mariana","1450000.0","157.0","2.0","3.0","2.0","2.0"
"vila-mariana","2250000.0","178.0","1.0","3.0","2.0","2.0"
"vila-mariana","1350000.0","182.0","3.0","4.0","5.0","3.0"
"vila-mariana","960000.0","124.0","1.0","3.0","4.0","2.0"
"vila-mariana","950000.0","123.0","1.0","3.0","3.0","1.0"
"vila-mariana","950000.0","100.0","1.0","3.0","2.0","2.0"
"vila-mariana","1600000.0","185.0","2.0","4.0","5.0","3.0"
"vila-mariana","2000000.0","140.0","2.0","3.0","3.0","2.0"
"vila-mariana","1500000.0","185.0","3.0","3.0","3.0","3.0"
"vila-mariana","1100000.0","162.0","2.0","4.0","5.0","2.0"
"vila-mariana","1750000.0","220.0","2.0","4.0","1.0","3.0"
"vila-mariana","810000.0","80.0","1.0","3.0","4.0","2.0"
"vila-mariana","3168000.0","250.0","3.0","3.0","4.0","4.0"
"vila-mariana","730000.0","67.0","1.0","2.0","2.0","2.0"
"vila-mariana","1104640.0","94.0","1.0","3.0","3.0","2.0"
"vila-mariana","875000.0","71.0","1.0","2.0","2.0","2.0"
"vila-mariana","990000.0","130.0","3.0","3.0","4.0","2.0"
"vila-mariana","2553000.0","250.0","4.0","4.0","7.0","4.0"
"vila-mariana","540000.0","63.0","1.0","2.0","2.0","1.0"
"vila-mariana","873000.0","125.0","1.0","3.0","3.0","2.0"
"vila-mariana","3100000.0","237.0","4.0","4.0","4.0","4.0"
"vila-mariana","280000.0","33.0","1.0","1.0","1.0","1.0"
"vila-mariana","1950000.0","194.0","2.0","3.0","5.0","3.0"
"vila-mariana","1600000.0","185.0","2.0","4.0","5.0","3.0"
"vila-mariana","995000.0","87.0","2.0","2.0","1.0","2.0"
"vila-mariana","1300000.0","100.0","1.0","3.0","3.0","2.0"
"vila-mariana","830000.0","71.0","1.0","2.0","2.0","2.0"
"vila-mariana","1220000.0","96.0","1.0","2.0","2.0","2.0"
"vila-mariana","1150000.0","107.0","1.0","3.0","4.0","2.0"
"vila-mariana","615384.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","685000.0","65.0","1.0","2.0","2.0","2.0"
"vila-mariana","782996.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","1100000.0","166.0","2.0","4.0","4.0","2.0"
"vila-mariana","730000.0","67.0","1.0","2.0","2.0","2.0"
"vila-mariana","880000.0","105.0","1.0","3.0","3.0","1.0"
"vila-mariana","1590000.0","140.0","1.0","3.0","3.0","2.0"
"vila-mariana","890000.0","117.0","2.0","4.0","1.0","2.0"
"vila-mariana","1480000.0","135.0","1.0","3.0","3.0","2.0"
"vila-mariana","695000.0","65.0","1.0","2.0","2.0","2.0"
"vila-mariana","782996.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","2200000.0","208.0","2.0","4.0","4.0","3.0"
"vila-mariana","1900000.0","184.0","2.0","4.0","4.0","3.0"
"vila-mariana","1400000.0","130.0","1.0","2.0","3.0","2.0"
"vila-mariana","750000.0","96.0","1.0","3.0","2.0","1.0"
"vila-mariana","950000.0","140.0","1.0","3.0","1.0","2.0"
"vila-mariana","1200000.0","106.0","3.0","3.0","4.0","3.0"
"vila-mariana","1390000.0","185.0","1.0","3.0","4.0","3.0"
"vila-mariana","1550000.0","125.0","2.0","2.0","2.0","2.0"
"vila-mariana","680000.0","87.0","1.0","3.0","3.0","1.0"
"vila-mariana","1350000.0","113.0","1.0","3.0","2.0","2.0"
"vila-mariana","1190000.0","94.0","1.0","2.0","3.0","2.0"
"vila-mariana","1600000.0","154.0","2.0","4.0","4.0","3.0"
"vila-mariana","740000.0","70.0","1.0","2.0","1.0","2.0"
"vila-mariana","1175000.0","104.0","1.0","3.0","3.0","2.0"
"vila-mariana","1170000.0","129.0","1.0","3.0","2.0","2.0"
"vila-mariana","1380000.0","127.0","1.0","4.0","2.0","3.0"
"vila-mariana","767939.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","749000.0","64.0","1.0","2.0","2.0","2.0"
"vila-mariana","3300000.0","277.0","4.0","4.0","1.0","4.0"
"vila-mariana","1900000.0","184.0","2.0","4.0","5.0","3.0"
"vila-mariana","1650000.0","110.0","2.0","3.0","5.0","3.0"
"vila-mariana","3700000.0","286.0","3.0","3.0","5.0","4.0"
"vila-mariana","1220000.0","98.0","1.0","3.0","2.0","2.0"
"vila-mariana","2850000.0","208.0","4.0","4.0","4.0","4.0"
"vila-mariana","1000000.0","136.0","1.0","4.0","3.0","2.0"
"vila-mariana","900000.0","120.0","1.0","3.0","2.0","1.0"
"vila-mariana","950000.0","100.0","1.0","3.0","3.0","2.0"
"vila-mariana","1200000.0","120.0","3.0","3.0","5.0","3.0"
"vila-mariana","814955.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","1600000.0","220.0","2.0","4.0","5.0","3.0"
"vila-mariana","814955.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","1300000.0","211.0","3.0","3.0","4.0","3.0"
"vila-mariana","2150000.0","215.0","2.0","4.0","4.0","4.0"
"vila-mariana","782996.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","850000.0","100.0","1.0","3.0","2.0","2.0"
"vila-mariana","850000.0","97.0","1.0","3.0","3.0","1.0"
"vila-mariana","650000.0","84.0","1.0","2.0","3.0","1.0"
"vila-mariana","1225000.0","128.0","2.0","4.0","3.0","2.0"
"vila-mariana","2100000.0","142.0","3.0","3.0","5.0","3.0"
"vila-mariana","2042100.0","183.0","2.0","4.0","4.0","4.0"
"vila-mariana","2850000.0","208.0","4.0","4.0","6.0","4.0"
"vila-mariana","1085000.0","99.0","1.0","3.0","3.0","2.0"
"vila-mariana","1590000.0","143.0","2.0","4.0","5.0","4.0"
"vila-mariana","2180000.0","184.0","3.0","3.0","5.0","3.0"
"vila-mariana","1200000.0","210.0","2.0","4.0","3.0","3.0"
"vila-mariana","1350000.0","87.0","2.0","2.0","3.0","2.0"
"vila-mariana","565000.0","85.0","1.0","3.0","2.0","2.0"
"vila-mariana","1800000.0","140.0","3.0","3.0","4.0","2.0"
"vila-mariana","950000.0","100.0","1.0","3.0","3.0","2.0"
"vila-mariana","1400000.0","135.0","1.0","3.0","4.0","2.0"
"vila-mariana","925000.0","100.0","1.0","3.0","3.0","2.0"
"vila-mariana","960000.0","195.0","1.0","4.0","4.0","2.0"
"vila-mariana","1100000.0","94.0","1.0","3.0","2.0","2.0"
"vila-mariana","767939.0","83.0","1.0","3.0","2.0","2.0"
"vila-mariana","2380000.0","238.0","3.0","3.0","4.0","4.0"
"vila-mariana","998000.0","94.0","1.0","3.0","3.0","2.0"
"vila-mariana","900000.0","95.0","1.0","3.0","1.0","2.0"
"vila-mariana","2650000.0","177.0","4.0","4.0","4.0","4.0"
"vila-mariana","1180000.0","131.0","3.0","3.0","4.0","2.0"
"vila-mariana","950000.0","100.0","1.0","3.0","3.0","2.0"
"vila-mariana","715000.0","52.0","1.0","2.0","2.0","1.0"
"vila-mariana","795000.0","89.0","1.0","3.0","2.0","2.0"
"vila-mariana","890000.0","106.0","1.0","3.0","4.0","2.0"
"vila-mariana","1500000.0","161.0","1.0","3.0","4.0","2.0"
"vila-mariana","925000.0","80.0","1.0","3.0","1.0","2.0"
"vila-mariana","970000.0","119.0","1.0","3.0","1.0","1.0"
"vila-mariana","690000.0","76.0","1.0","3.0","2.0","2.0"
"vila-mariana","637787.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","2770000.0","209.0","3.0","3.0","5.0","4.0"
"vila-mariana","2862000.0","227.0","4.0","4.0","6.0","4.0"
"vila-mariana","3125000.0","250.0","4.0","4.0","5.0","4.0"
"vila-mariana","730000.0","66.0","1.0","2.0","1.0","2.0"
"vila-mariana","1500000.0","220.0","2.0","4.0","3.0","3.0"
"vila-mariana","1900000.0","184.0","2.0","4.0","4.0","3.0"
"vila-mariana","870000.0","82.0","1.0","3.0","1.0","2.0"
"vila-mariana","1290000.0","176.0","2.0","4.0","5.0","3.0"
"vila-mariana","1850000.0","218.0","1.0","3.0","2.0","3.0"
"vila-mariana","1270000.0","140.0","1.0","3.0","3.0","2.0"
"vila-mariana","2120000.0","155.0","3.0","3.0","5.0","3.0"
"vila-mariana","2900000.0","277.0","4.0","4.0","6.0","4.0"
"vila-mariana","1200000.0","103.0","2.0","2.0","4.0","2.0"
"vila-mariana","637787.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","960000.0","84.0","2.0","2.0","3.0","2.0"
"vila-mariana","1200000.0","107.0","1.0","3.0","4.0","2.0"
"vila-mariana","625522.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","2750000.0","250.0","4.0","4.0","7.0","4.0"
"vila-mariana","625522.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","3800000.0","248.0","2.0","4.0","5.0","4.0"
"vila-mariana","1350000.0","165.0","1.0","3.0","4.0","3.0"
"vila-mariana","1040000.0","118.0","2.0","3.0","3.0","2.0"
"vila-mariana","600992.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","1700000.0","220.0","2.0","4.0","4.0","3.0"
"vila-mariana","1550000.0","138.0","2.0","4.0","3.0","3.0"
"vila-mariana","1150000.0","94.0","1.0","3.0","3.0","2.0"
"vila-mariana","1150000.0","125.0","1.0","3.0","4.0","3.0"
"vila-mariana","695000.0","50.0","1.0","1.0","1.0","1.0"
"vila-mariana","588726.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","930000.0","87.0","1.0","2.0","2.0","1.0"
"vila-mariana","607769.0","64.0","1.0","2.0","2.0","1.0"
"vila-mariana","400000.0","42.0","1.0","1.0","2.0","1.0"
"vila-mariana","2500000.0","250.0","4.0","4.0","4.0","4.0"
"vila-mariana","1968026.0","164.0","2.0","4.0","4.0","3.0"
"vila-mariana","2300000.0","230.0","3.0","3.0","5.0","5.0"
"vila-mariana","846000.0","67.0","1.0","2.0","2.0","1.0"
"vila-mariana","2267000.0","184.0","4.0","4.0","4.0","3.0"
"vila-mariana","1700000.0","170.0","1.0","3.0","2.0","4.0"
"vila-mariana","950000.0","97.0","1.0","3.0","2.0","1.0"
"vila-mariana","1240000.0","118.0","1.0","3.0","4.0","3.0"
"vila-mariana","792000.0","81.0","1.0","3.0","1.0","2.0"
"vila-mariana","1352000.0","244.0","1.0","3.0","3.0","3.0"
"vila-mariana","1390000.0","135.0","3.0","3.0","3.0","2.0"
"vila-mariana","2650000.0","208.0","4.0","4.0","6.0","4.0"
"vila-mariana","1160744.0","94.0","1.0","3.0","3.0","2.0"
"vila-mariana","800000.0","64.0","1.0","2.0","2.0","1.0"
"vila-mariana","1150191.0","90.0","1.0","3.0","3.0","2.0"
"vila-mariana","960000.0","99.0","1.0","3.0","3.0","2.0"
"vila-mariana","1385000.0","150.0","1.0","3.0","3.0","2.0"
"vila-mariana","850000.0","111.0","1.0","2.0","2.0","2.0"
"vila-mariana","2340000.0","181.0","1.0","3.0","4.0","2.0"
"vila-mariana","1490000.0","132.0","2.0","4.0","4.0","3.0"
"vila-mariana","1990000.0","208.0","3.0","3.0","5.0","3.0"
"vila-mariana","810000.0","86.0","1.0","3.0","3.0","2.0"
"vila-mariana","1200000.0","107.0","1.0","3.0","4.0","2.0"
"vila-mariana","2450000.0","230.0","4.0","4.0","6.0","4.0"
"vila-mariana","810000.0","96.0","1.0","3.0","2.0","2.0"
"vila-mariana","1700000.0","168.0","2.0","4.0","4.0","3.0"
"vila-mariana","607769.0","64.0","1.0","2.0","2.0","1.0"
"vila-mariana","1276000.0","186.0","1.0","3.0","3.0","3.0"
"vila-mariana","1690000.0","128.0","3.0","3.0","5.0","3.0"
"vila-mariana","715000.0","83.0","2.0","3.0","2.0","2.0"
"vila-mariana","690000.0","64.0","1.0","2.0","1.0","2.0"
"vila-mariana","750000.0","65.0","1.0","2.0","2.0","2.0"
"vila-mariana","550000.0","47.0","1.0","1.0","1.0","1.0"
"vila-mariana","1170000.0","137.0","2.0","4.0","4.0","2.0"
"vila-mariana","895000.0","74.0","1.0","2.0","2.0","2.0"
"vila-mariana","800000.0","130.0","1.0","3.0","2.0","1.0"
"vila-mariana","1275000.0","115.0","1.0","3.0","4.0","2.0"
"vila-mariana","720000.0","100.0","1.0","3.0","2.0","1.0"
"vila-mariana","2800000.0","197.0","3.0","3.0","4.0","4.0"
"vila-mariana","607769.0","64.0","1.0","2.0","2.0","1.0"
"vila-mariana","740000.0","76.0","1.0","2.0","2.0","2.0"
"vila-mariana","1850000.0","270.0","2.0","4.0","4.0","4.0"
"vila-mariana","1383000.0","137.0","1.0","3.0","2.0","2.0"
"vila-mariana","1250000.0","170.0","1.0","3.0","2.0","3.0"
"vila-mariana","898000.0","120.0","1.0","3.0","3.0","1.0"
"vila-mariana","1300000.0","131.0","3.0","3.0","5.0","2.0"
"vila-mariana","1400000.0","93.0","1.0","3.0","2.0","2.0"
"vila-mariana","2850000.0","248.0","3.0","3.0","1.0","3.0"
"vila-mariana","596081.0","64.0","1.0","2.0","2.0","1.0"
"vila-mariana","625000.0","53.0","1.0","2.0","1.0","1.0"
"vila-mariana","1700000.0","160.0","2.0","4.0","4.0","3.0"
"vila-mariana","637787.0","65.0","1.0","2.0","2.0","1.0"
"vila-mariana","830000.0","67.0","1.0","2.0","2.0","2.0"
"vila-mariana","1060000.0","92.0","1.0","3.0","1.0","2.0"
"vila-mariana","1400000.0","135.0","1.0","3.0","3.0","2.0"
"vila-mariana","750000.0","120.0","1.0","3.0","3.0","1.0"
"vila-mariana","1200000.0","198.0","3.0","3.0","3.0","3.0"
